PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS1Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS1Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS1Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS1Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS1Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS1Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS1Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS1Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS1Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS1Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS2Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS2Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS2Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS2Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS2Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS2Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS2Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS2Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS2Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS2Quantity
C9JZ65;H0Y5H9;P29508;P48594	SERPINB4;SERPINB4;SERPINB3;SERPINB4	Serpin B4 (Fragment);Serpin B4 (Fragment);Serpin B3;Serpin B4	C9JZ65;H0Y5H9;P29508;P48594	C9JZ65_HUMAN;H0Y5H9_HUMAN;SPB3_HUMAN;SPB4_HUMAN	9715.3212890625	7990.52099609375	5139.48046875	39439.95703125	4999.48779296875	2338.26708984375	3977.7822265625	5056.0537109375	4687.48876953125	6423.921875	9715.3212890625	7990.52099609375	5139.48046875	39439.95703125	4999.48779296875	2338.26708984375	3977.7822265625	5056.0537109375	4687.48876953125	6423.921875	3490.34643554688	2942.97827148438	2002.24755859375	17945.486328125	1954.56518554688	3315.73291015625	1601.02758789063	1973.85217285156	6925.5712890625	2432.6044921875
C9JZG1;P55884	EIF3B	Eukaryotic translation initiation factor 3 subunit B (Fragment);Eukaryotic translation initiation factor 3 subunit B	C9JZG1;P55884	C9JZG1_HUMAN;EIF3B_HUMAN	9315.84765625	12201.09765625	2347.69799804688	6543.5185546875	6981.1728515625	4848.24365234375	6666.00830078125	4989.0869140625	9610.654296875	2545.82641601563	9315.84765625	12201.09765625	2347.69799804688	6543.5185546875	6981.1728515625	4848.24365234375	6666.00830078125	4989.0869140625	9610.654296875	2545.82641601563	2961.59741210938	3406.9736328125	2817.75927734375	3702.10083007813	3656.2978515625	1902.85925292969	3778.85864257813	1951.01599121094	3134.00024414063	2500.49584960938
C9JZI7;Q99733	NAP1L4	Nucleosome assembly protein 1-like 4 (Fragment);Nucleosome assembly protein 1-like 4	C9JZI7;Q99733	C9JZI7_HUMAN;NP1L4_HUMAN	19161.162109375	13581.9453125	11243.666015625	18793.896484375	14502.9052734375	42191.80078125	25486.900390625	56130.8046875	49759.66796875	9976.6708984375	19161.162109375	13581.9453125	11243.666015625	18793.896484375	14502.9052734375	42191.80078125	25486.900390625	56130.8046875	49759.66796875	9976.6708984375	6044.009765625	4807.95751953125	3947.45483398438	6796.27734375	4899.4970703125	12452.8447265625	8563.427734375	13620.240234375	14792.8759765625	2790.5830078125
C9JZW3;F2Z2G2;F8WF65;P24534	EEF1B2	Elongation factor 1-beta (Fragment);Elongation factor 1-beta;Elongation factor 1-beta;Elongation factor 1-beta	C9JZW3;F2Z2G2;F8WF65;P24534	C9JZW3_HUMAN;F2Z2G2_HUMAN;F8WF65_HUMAN;EF1B_HUMAN	145145.578125	99613.71875	186748.875	159277.171875	129212.6171875	40694.7421875	89335.0546875	13002.4140625	54934.41796875	94993.375	145145.578125	99613.71875	186748.875	159277.171875	129212.6171875	40694.7421875	89335.0546875	13002.4140625	54934.41796875	94993.375	31795.919921875	36426.8125	36181.8203125	24331.759765625	37822.1640625	24788.0390625	23163.41796875	4501.2255859375	19751.2734375	54316.75
C9K0I4;F8WBF4;F8WDH1;P56557	TMEM50B	Transmembrane protein 50B (Fragment);Transmembrane protein 50B;Transmembrane protein 50B;Transmembrane protein 50B	C9K0I4;F8WBF4;F8WDH1;P56557	C9K0I4_HUMAN;F8WBF4_HUMAN;F8WDH1_HUMAN;TM50B_HUMAN	2668.60327148438	25.1772365570068	10806.4970703125	5307.04345703125	2996.84204101563	17284.490234375	23804.56640625	23590.37109375	23994.7109375	8879.2685546875	2668.60327148438	25.1772365570068	10806.4970703125	5307.04345703125	2996.84204101563	17284.490234375	23804.56640625	23590.37109375	23994.7109375	8879.2685546875	3331.92456054688	3009.25268554688	3830.13623046875	5205.55322265625	2477.9365234375	13229.5185546875	18655.287109375	21196.3984375	19852.1484375	8157.4228515625
D3DQV9;H0Y3P2;P78344	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2 (Fragment);Eukaryotic translation initiation factor 4 gamma 2;Eukaryotic translation initiation factor 4 gamma 2	D3DQV9;H0Y3P2;P78344	D3DQV9_HUMAN;H0Y3P2_HUMAN;IF4G2_HUMAN	157411.65625	15871.173828125	8983.8427734375	3468.14916992188	6281.06298828125	44811.50390625	5705.7763671875	9640.181640625	11306.310546875	5727.90087890625	157411.65625	15871.173828125	8983.8427734375	3468.14916992188	6281.06298828125	44811.50390625	5705.7763671875	9640.181640625	11306.310546875	5727.90087890625	50088.125	4981.78076171875	1935.94067382813	3317.88208007813	1959.703125	13478.1943359375	2074.46997070313	3337.85766601563	5433.51220703125	1844.09387207031
D3DX19;O00501	CLDN5	Claudin;Claudin-5	D3DX19;O00501	D3DX19_HUMAN;CLD5_HUMAN	229731.765625	169186.078125	149536.5	169083.6875	185019.8125	149450.6875	92388.3671875	209159.640625	126321.5546875	201754.390625	229731.765625	169186.078125	149536.5	169083.6875	185019.8125	149450.6875	92388.3671875	209159.640625	126321.5546875	201754.390625	61518.04296875	46821.1640625	50014.1953125	44781.35546875	50294.14453125	43075.109375	25363.130859375	55797.36328125	33412.375	54850.15234375
D6R934;P02746	C1QB	Complement C1q subcomponent subunit B	D6R934;P02746	D6R934_HUMAN;C1QB_HUMAN	262405.46875	295879.125	867729.75	270333.125	190068.328125	202059.546875	101032.1171875	72318.34375	565838.9375	396474.1875	262405.46875	295879.125	867729.75	270333.125	190068.328125	202059.546875	101032.1171875	72318.34375	565838.9375	396474.1875	122380.90625	145977.171875	345410.4375	109885.6875	91243.5	88942.3828125	48428.25390625	51946.921875	191452.796875	142993.4375
D6RAM3;D6RC22;Q7L591	DOK3	Docking protein 3;Docking protein 3 (Fragment);Docking protein 3	D6RAM3;D6RC22;Q7L591	D6RAM3_HUMAN;D6RC22_HUMAN;DOK3_HUMAN	34862.890625	41517.8046875	42350.48828125	51320.15625	45169.35546875	20206.14453125	20267.4296875	12671.2236328125	2073.10595703125	14721.1669921875	34862.890625	41517.8046875	42350.48828125	51320.15625	45169.35546875	20206.14453125	20267.4296875	12671.2236328125	2073.10595703125	14721.1669921875	12233.5341796875	9646.7314453125	11484.173828125	14640.1865234375	13537.9853515625	5348.2890625	6203.837890625	4400.998046875	813.890869140625	1488.62951660156
D6RAX7;Q9BT78	COPS4	COP9 signalosome complex subunit 4	D6RAX7;Q9BT78	D6RAX7_HUMAN;CSN4_HUMAN	32186.26171875	30750.53125	24040.7265625	46712.703125	42801.07421875	126737.109375	99441.0625	141031.296875	139387.234375	30865.197265625	32186.26171875	30750.53125	24040.7265625	46712.703125	42801.07421875	126737.109375	99441.0625	141031.296875	139387.234375	30865.197265625	17990.34375	16948.244140625	9755.3232421875	23822.08203125	22860.064453125	48160.75390625	37311.5078125	52292.83984375	51967.66015625	13864.607421875
D6RCM8;O95379	TNFAIP8	Tumor necrosis factor alpha-induced protein 8	D6RCM8;O95379	D6RCM8_HUMAN;TFIP8_HUMAN	56388.8515625	118135.234375	104915.2421875	57467.08984375	38089.26953125	87351.0625	143545.9375	49230.3359375	26331.16796875	23668.21875	56388.8515625	118135.234375	104915.2421875	57467.08984375	38089.26953125	87351.0625	143545.9375	49230.3359375	26331.16796875	23668.21875	22702.1015625	40391.4140625	40003.46875	21576.83984375	15686.482421875	26463.16796875	41179.9375	19868.611328125	9574.0380859375	12439.802734375
D6RD17;P01591	JCHAIN	Immunoglobulin J chain (Fragment);Immunoglobulin J chain	D6RD17;P01591	D6RD17_HUMAN;IGJ_HUMAN	4951925	1794936.875	5615722.5	5003308	2289670	721658.5	655950.875	683834	2867802	27112266	4951925	1794936.875	5615722.5	5003308	2289670	721658.5	655950.875	683834	2867802	27112266	2097808.5	809967.375	2575973.25	2542586.75	975037.9375	375639.71875	278740.40625	331814.8125	1273688.375	11245317
D6RER5;D6RGI3;Q9NVA2	SEPTIN11	Septin;Septin;Septin-11	D6RER5;D6RGI3;Q9NVA2	D6RER5_HUMAN;D6RGI3_HUMAN;SEP11_HUMAN	148542.015625	138330.890625	56772.828125	74450.078125	83479.7734375	22630.1953125	42303.9765625	17681.302734375	30748.59375	51717.4140625	148542.015625	138330.890625	56772.828125	74450.078125	83479.7734375	22630.1953125	42303.9765625	17681.302734375	30748.59375	51717.4140625	48867.796875	47514.06640625	13793.8984375	25526.890625	28282.1015625	11692.4169921875	17266.880859375	6960.947265625	12371.29296875	16593.84375
D6RF35;P02774	GC	Gc-globulin;Vitamin D-binding protein	D6RF35;P02774	D6RF35_HUMAN;VTDB_HUMAN	271647.40625	577245.4375	641768.9375	379942.34375	507646	1698351.625	1059758	2495010	2029570.875	1220206.625	271647.40625	577245.4375	641768.9375	379942.34375	507646	1698351.625	1059758	2495010	2029570.875	1220206.625	126606.75	237843.59375	244701.4375	156371.1875	194279.125	652917.3125	424753.375	917766.5625	763375.9375	485829.46875
D6RGE2;Q96CN7	ISOC1	Isochorismatase domain-containing protein 1 (Fragment);Isochorismatase domain-containing protein 1	D6RGE2;Q96CN7	D6RGE2_HUMAN;ISOC1_HUMAN	63119.01953125	32189.8203125	49162.70703125	65087.40234375	41102.47265625	14720.9482421875	14801.73828125	3247.0576171875	9629.47265625	3547.63598632813	63119.01953125	32189.8203125	49162.70703125	65087.40234375	41102.47265625	14720.9482421875	14801.73828125	3247.0576171875	9629.47265625	3547.63598632813	27866.4765625	14244.55859375	19820.4921875	22296.82421875	15923.7626953125	6408.37451171875	8144.248046875	2956.16186523438	3640.29931640625	3782.31372070313
D6RHZ6;P00325;P07327;V9HW50	ADH1B;ADH1B;ADH1A;ADH1B	All-trans-retinol dehydrogenase [NAD(+)] ADH1B;All-trans-retinol dehydrogenase [NAD(+)] ADH1B;Alcohol dehydrogenase 1A;All-trans-retinol dehydrogenase [NAD(+)] ADH1B	D6RHZ6;P00325;P07327;V9HW50	D6RHZ6_HUMAN;ADH1B_HUMAN;ADH1A_HUMAN;V9HW50_HUMAN	7424.7099609375	16040.146484375	3398.48266601563	3166.76831054688	3305.912109375	47273.63671875	65023.07421875	9878.9541015625	6341.67822265625	8759.6572265625	7424.7099609375	16040.146484375	3398.48266601563	3166.76831054688	3305.912109375	47273.63671875	65023.07421875	9878.9541015625	6341.67822265625	8759.6572265625	1718.37231445313	3274.5869140625	1395.53454589844	2041.33520507813	1362.30065917969	12405.73046875	11202.5361328125	1744.474609375	1652.26550292969	440.297393798828
D7RIG5	HLA-DRB1	HLA class II histocompatibility antigen DR beta chain	D7RIG5	D7RIG5_HUMAN	261770.84375	502945.28125	1374092.625	263875.5625	1592325.375	113469.8515625	231659.671875	1803263.75	64124.828125	116385.125	261770.84375	502945.28125	1374092.625	263875.5625	1592325.375	113469.8515625	231659.671875	1803263.75	64124.828125	116385.125	45899.6796875	256025.390625	143680.40625	57223.69140625	172958.59375	28706.142578125	60453.96875	202422.109375	19727.080078125	73512.1875
E5RFP6;E5RHZ6;E5RJN6;E5RK27;Q9Y277	VDAC3	Voltage-dependent anion-selective channel protein 3;Voltage-dependent anion-selective channel protein 3 (Fragment);Voltage-dependent anion-selective channel protein 3 (Fragment);Voltage-dependent anion-selective channel protein 3 (Fragment);Voltage-dependent anion-selective channel protein 3	E5RFP6;E5RHZ6;E5RJN6;E5RK27;Q9Y277	E5RFP6_HUMAN;E5RHZ6_HUMAN;E5RJN6_HUMAN;E5RK27_HUMAN;VDAC3_HUMAN	130127.640625	150239.6875	144992.703125	127745.796875	44085.44140625	64772.20703125	81035.796875	6470.21630859375	70163.796875	118191.40625	130127.640625	150239.6875	144992.703125	127745.796875	44085.44140625	64772.20703125	81035.796875	6470.21630859375	70163.796875	118191.40625	52445.69140625	26116.74609375	61482.84765625	57148.51171875	18337.859375	26728.537109375	35017.5703125	2447.89770507813	21225.923828125	59577.875
E5RH45;E5RIR0;P02689;P15090	PMP2;FABP4;PMP2;FABP4	Myelin P2 protein;Fatty acid-binding protein, adipocyte;Myelin P2 protein;Fatty acid-binding protein, adipocyte	E5RH45;E5RIR0;P02689;P15090	E5RH45_HUMAN;E5RIR0_HUMAN;MYP2_HUMAN;FABP4_HUMAN	197184.890625	281275.4375	116862.796875	225872	268041.375	215823.578125	109002	346766.59375	273084.1875	280375.15625	197184.890625	281275.4375	116862.796875	225872	268041.375	215823.578125	109002	346766.59375	273084.1875	280375.15625	34790.80859375	70947.875	34072.046875	39071.515625	54640.80078125	43810.58203125	24183.423828125	71474.7109375	53481.671875	63015.890625
E5RIM3;H0YBW4;Q9Y263	PLAA	Phospholipase A-2-activating protein;Phospholipase A-2-activating protein (Fragment);Phospholipase A-2-activating protein	E5RIM3;H0YBW4;Q9Y263	E5RIM3_HUMAN;H0YBW4_HUMAN;PLAP_HUMAN	1450.8388671875	7682.46826171875	3256.12280273438	1429.45825195313	3347.298828125	3432.52221679688	4239.81982421875	3335.62133789063	12401.6298828125	12748.8935546875	1450.8388671875	7682.46826171875	3256.12280273438	1429.45825195313	3347.298828125	3432.52221679688	4239.81982421875	3335.62133789063	12401.6298828125	12748.8935546875	1427.31188964844	2843.7099609375	1344.376953125	980.41455078125	1377.17346191406	1407.72607421875	1692.69921875	1372.97937011719	4319.16455078125	4424.5322265625
E5RK64;O95292	VAPB	Vesicle-associated membrane protein-associated protein B/C	E5RK64;O95292	E5RK64_HUMAN;VAPB_HUMAN	79279.828125	47761.81640625	85582.1640625	132289.6875	85757.25	89749.546875	116799.0859375	95884.1875	129831.7734375	75607.78125	79279.828125	47761.81640625	85582.1640625	132289.6875	85757.25	89749.546875	116799.0859375	95884.1875	129831.7734375	75607.78125	27859.85546875	21153.4765625	31131.7734375	36549.58203125	40734.94921875	23575.712890625	32032.5390625	25043.37109375	38446.60546875	19900.6640625
E7EMB8;Q99952	PTPN18	Tyrosine-protein phosphatase non-receptor type 18 (Fragment);Tyrosine-protein phosphatase non-receptor type 18	E7EMB8;Q99952	E7EMB8_HUMAN;PTN18_HUMAN	6642.48974609375	8076.30859375	4132.23974609375	4330.98193359375	2541.03149414063	13134.484375	3340.89428710938	12763.693359375	8649.3720703125	8413.775390625	6642.48974609375	8076.30859375	4132.23974609375	4330.98193359375	2541.03149414063	13134.484375	3340.89428710938	12763.693359375	8649.3720703125	8413.775390625	928.896484375	2337.00122070313	1447.33264160156	1724.42065429688	2362.95239257813	1285.85815429688	1238.8095703125	4429.0146484375	582.451110839844	3078.58081054688
E7EMG9;P33241	LSP1	Lymphocyte-specific protein 1 (Fragment);Lymphocyte-specific protein 1	E7EMG9;P33241	E7EMG9_HUMAN;LSP1_HUMAN	18513.970703125	53990.22265625	55323.46484375	22801.990234375	24057.625	23419.935546875	42863.46484375	15711.951171875	12037.9482421875	17449.294921875	18513.970703125	53990.22265625	55323.46484375	22801.990234375	24057.625	23419.935546875	42863.46484375	15711.951171875	12037.9482421875	17449.294921875	9604.353515625	20021.931640625	23961.541015625	10120.310546875	8046.1962890625	7412.87158203125	15353.189453125	8093.076171875	6473.80126953125	11779.3369140625
E7ENZ3;P48643	CCT5	T-complex protein 1 subunit epsilon	E7ENZ3;P48643	E7ENZ3_HUMAN;TCPE_HUMAN	80089.7421875	74380.6015625	53548.8984375	97402.4609375	78081.296875	134053.1875	121280.96875	236042.53125	150713.46875	45924.9765625	80089.7421875	74380.6015625	53548.8984375	97402.4609375	78081.296875	134053.1875	121280.96875	236042.53125	150713.46875	45924.9765625	29215.37109375	27207.064453125	18868.564453125	37052.30859375	27331.53125	64738.46484375	48544.74609375	76077.578125	54132.0859375	22878.986328125
E7EPK1;E7ES33;Q16181	SEPTIN7	Septin;Septin;Septin-7	E7EPK1;E7ES33;Q16181	E7EPK1_HUMAN;E7ES33_HUMAN;SEPT7_HUMAN	179313.46875	134868.53125	158216	180734.484375	135285.75	50746.796875	80344.9140625	30870.056640625	69919.96875	83135.25	179313.46875	134868.53125	158216	180734.484375	135285.75	50746.796875	80344.9140625	30870.056640625	69919.96875	83135.25	35494.65625	30435.0546875	36731.46875	34678.109375	30714.265625	11487.9453125	17782.51953125	9446.7177734375	18085.681640625	23551.57421875
E7EQ64;P07477	PRSS1	Trypsin-1	E7EQ64;P07477	E7EQ64_HUMAN;TRY1_HUMAN	1375208.5	3574100.5	3714299.5	587935.625	349029.40625	1511711.25	1851750	5066884	2528742.25	2353807	1375208.5	3574100.5	3714299.5	587935.625	349029.40625	1511711.25	1851750	5066884	2528742.25	2353807	574223.125	2077177.75	2319252	394119.28125	179029	773660.75	1165617.875	2969112.25	1519576	4329577
E7EQ72;F5GX39;Q15363	TMED2	Transmembrane emp24 domain-containing protein 2 (Fragment);Transmembrane emp24 domain-containing protein 2;Transmembrane emp24 domain-containing protein 2	E7EQ72;F5GX39;Q15363	E7EQ72_HUMAN;F5GX39_HUMAN;TMED2_HUMAN	25628.140625	23837.849609375	27557.2734375	44037.1484375	31865.51171875	55952.51171875	84805.03125	63343.1484375	90530.359375	38588.046875	25628.140625	23837.849609375	27557.2734375	44037.1484375	31865.51171875	55952.51171875	84805.03125	63343.1484375	90530.359375	38588.046875	3591.58715820313	2212.96362304688	2134.23559570313	6212.96142578125	3812.50122070313	7491.90087890625	8282.8232421875	7760.046875	10335.8212890625	5225.197265625
E7EQB2;E7ER44;P02788	LTF	Lactotransferrin (Fragment);Lactotransferrin;Lactotransferrin	E7EQB2;E7ER44;P02788	E7EQB2_HUMAN;E7ER44_HUMAN;TRFL_HUMAN	98183.0078125	129671.4375	140723.3125	86532.765625	73924.4296875	257721.96875	70061.1953125	317011.9375	129691.8671875	296869.71875	98183.0078125	129671.4375	140723.3125	86532.765625	73924.4296875	257721.96875	70061.1953125	317011.9375	129691.8671875	296869.71875	44123.80078125	65393.61328125	65722.5078125	43844.08203125	30578.001953125	102144.03125	29257.076171875	131557.703125	60596.984375	122786.6953125
E7EQR4;P15311	EZR	Ezrin	E7EQR4;P15311	E7EQR4_HUMAN;EZRI_HUMAN	569807.75	1713566.75	1208242	521217.03125	725512.375	487496.15625	725086.25	617475.875	557825.125	578729.125	569807.75	1713566.75	1208242	521217.03125	725512.375	487496.15625	725086.25	617475.875	557825.125	578729.125	130827.6640625	366758.375	268604.75	125037.5234375	157320.859375	99311	156074.953125	145995.578125	122716.328125	133344.234375
E7ER04;P30203	CD6	T-cell differentiation antigen CD6 (Fragment);T-cell differentiation antigen CD6	E7ER04;P30203	E7ER04_HUMAN;CD6_HUMAN	59638.15625	97600.96875	52252.70703125	22728.095703125	52742.80859375	18104.201171875	18110.080078125	33864.46484375	18289.59765625	40177.69921875	59638.15625	97600.96875	52252.70703125	22728.095703125	52742.80859375	18104.201171875	18110.080078125	33864.46484375	18289.59765625	40177.69921875	4387.22705078125	27160.521484375	13606.841796875	7055.8232421875	10920.5029296875	6697.31201171875	8332.912109375	11389.7607421875	7457.1982421875	9527.044921875
E7ESC6;Q9UIA9	XPO7	Exportin-7	E7ESC6;Q9UIA9	E7ESC6_HUMAN;XPO7_HUMAN	641934.1875	470942.25	331138.78125	923825.6875	841225.5625	2123271.75	1580692.5	2839712.5	1552124.125	646153.375	641934.1875	470942.25	331138.78125	923825.6875	841225.5625	2123271.75	1580692.5	2839712.5	1552124.125	646153.375	325182.125	313987.90625	275817.125	601528.5	512541.96875	1528482.75	1103585.125	1678673.75	1194415.625	409304.96875
E7ESP4	ITGA2	Integrin alpha-2	E7ESP4	E7ESP4_HUMAN	605177.9375	283707.1875	338601.3125	337297.71875	136103.765625	90162.6796875	129675.921875	67005.2734375	107095.421875	143000.578125	605177.9375	283707.1875	338601.3125	337297.71875	136103.765625	90162.6796875	129675.921875	67005.2734375	107095.421875	143000.578125	113970.796875	57410.640625	90570.0625	55499.8125	43441.76171875	18334.615234375	28994.791015625	16033.5673828125	23703.173828125	36745.3359375
E7ETC2;P16298;Q08209;Q5F2F8	PPP3CA;PPP3CB;PPP3CA;PPP3CB	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase	E7ETC2;P16298;Q08209;Q5F2F8	E7ETC2_HUMAN;PP2BB_HUMAN;PP2BA_HUMAN;Q5F2F8_HUMAN	54784.63671875	40651.40625	50375.61328125	52617.796875	41312.46484375	16633.576171875	21540.42578125	8093.36865234375	6288.24072265625	7317.5556640625	54784.63671875	40651.40625	50375.61328125	52617.796875	41312.46484375	16633.576171875	21540.42578125	8093.36865234375	6288.24072265625	7317.5556640625	23325.642578125	15217.607421875	20930.666015625	20525.080078125	15243.4990234375	12700.8759765625	9280.982421875	2853.9951171875	2310.39624023438	4793.65869140625
E7EU05;P16671	CD36	Glycoprotein IIIb (Fragment);Platelet glycoprotein 4	E7EU05;P16671	E7EU05_HUMAN;CD36_HUMAN	3393116.75	3165377	5345184	3482342.5	3642621.25	2627304.5	1647260.125	2516026.75	1570551	2975494.25	3393116.75	3165377	5345184	3482342.5	3642621.25	2627304.5	1647260.125	2516026.75	1570551	2975494.25	974079.8125	856320.25	1437654.875	1016434.875	975600.75	712965.8125	445717.6875	687812.6875	460742.84375	806812.8125
E7EU40;F8W9W8;Q92959	SLCO2A1	Solute carrier organic anion transporter family member;Solute carrier organic anion transporter family member;Solute carrier organic anion transporter family member 2A1	E7EU40;F8W9W8;Q92959	E7EU40_HUMAN;F8W9W8_HUMAN;SO2A1_HUMAN	60241.03515625	35929.87890625	22063.998046875	37659.09765625	22409.61328125	41816.8203125	22641.78515625	41847.76953125	18036.287109375	43592.859375	60241.03515625	35929.87890625	22063.998046875	37659.09765625	22409.61328125	41816.8203125	22641.78515625	41847.76953125	18036.287109375	43592.859375	19050.794921875	9735.35546875	5368.5390625	9768.16015625	7142.79150390625	13239.9853515625	7206.71630859375	11818.740234375	7212.701171875	10035.7431640625
E7EV01;O15484	CAPN5	Calpain-5	E7EV01;O15484	E7EV01_HUMAN;CAN5_HUMAN	43758.8046875	66177.6875	17738.47265625	56251.84375	51059.671875	139175	134901.25	177013.359375	245651.859375	75411.3125	43758.8046875	66177.6875	17738.47265625	56251.84375	51059.671875	139175	134901.25	177013.359375	245651.859375	75411.3125	12981.755859375	25059.5	6691.15087890625	19071.234375	17874.171875	49108.04296875	46606.1953125	56950.80078125	81887.2265625	28322.38671875
E7EVJ5;Q96F07	CYFIP2	Cytoplasmic FMR1-interacting protein;Cytoplasmic FMR1-interacting protein 2	E7EVJ5;Q96F07	E7EVJ5_HUMAN;CYFP2_HUMAN	129127.90625	343810.46875	292009.59375	138287.90625	137060.1875	161419.578125	276722.96875	140878.03125	52421.3359375	103990.515625	129127.90625	343810.46875	292009.59375	138287.90625	137060.1875	161419.578125	276722.96875	140878.03125	52421.3359375	103990.515625	19033.220703125	60151.74609375	41014.75	21770.755859375	21706.154296875	26167.71875	42136.8671875	28310.814453125	13682.009765625	13417.9267578125
E7EVW7;P14317	HCLS1	Hematopoietic lineage cell-specific protein	E7EVW7;P14317	E7EVW7_HUMAN;HCLS1_HUMAN	27491.40234375	84765.5	49965.55078125	35868.61328125	43120.984375	18610.19921875	42796.83984375	10419.94921875	12079.49609375	19450.572265625	27491.40234375	84765.5	49965.55078125	35868.61328125	43120.984375	18610.19921875	42796.83984375	10419.94921875	12079.49609375	19450.572265625	25187.1015625	45183.171875	29109.482421875	24649.39453125	24344.265625	22952.92578125	30694.59375	19989.640625	17727.958984375	24238.791015625
E7EVZ5;Q8NBM8	PCYOX1L	Prenylcysteine oxidase-like	E7EVZ5;Q8NBM8	E7EVZ5_HUMAN;PCYXL_HUMAN	9480.6201171875	10880.53515625	14464.556640625	29751.45703125	11175.6845703125	23300.8046875	21145.05078125	11436.9853515625	8756.4736328125	14501.9677734375	9480.6201171875	10880.53515625	14464.556640625	29751.45703125	11175.6845703125	23300.8046875	21145.05078125	11436.9853515625	8756.4736328125	14501.9677734375	10543.4912109375	3853.02856445313	13692.6044921875	15954.509765625	10522.6904296875	8851.3662109375	8547.98046875	4024.45678710938	3187.7392578125	13109.48046875
E7EX17;P23588	EIF4B	Eukaryotic translation initiation factor 4B	E7EX17;P23588	E7EX17_HUMAN;IF4B_HUMAN	2548.4013671875	9797.84765625	4191.44384765625	2169.20190429688	3006.46435546875	5063.7705078125	2242.51220703125	6199.650390625	9724.087890625	9996.3759765625	2548.4013671875	9797.84765625	4191.44384765625	2169.20190429688	3006.46435546875	5063.7705078125	2242.51220703125	6199.650390625	9724.087890625	9996.3759765625	94.4947891235352	3516.20825195313	1675.8310546875	401.661315917969	237.031951904297	465.034240722656	454.104949951172	2358.31689453125	3493.09497070313	3578.310546875
E7EX44;E9PGZ1;Q05682	CALD1	Caldesmon	E7EX44;E9PGZ1;Q05682	E7EX44_HUMAN;E9PGZ1_HUMAN;CALD1_HUMAN	159548.046875	32285.87890625	109734.4765625	150472.140625	133756.78125	36166.16796875	102167.65625	9514.8720703125	19449.748046875	86996.515625	159548.046875	32285.87890625	109734.4765625	150472.140625	133756.78125	36166.16796875	102167.65625	9514.8720703125	19449.748046875	86996.515625	47564.98046875	9667.1611328125	35560.8359375	38982.30078125	34413.73046875	11237.865234375	27199.79296875	4228.34765625	5231.75439453125	29269.392578125
